smyth-id,citation,author,work,loc
s1786,Hom. Il. 3.41,H.,Il.,3.41
s1789,Lys. 3.21,L.,, 3.21
s1790,Plat. Apol. 22b,P.,A., 22b
s1790,Xen. Cyrop. 7.1.10,X.,C., 7.1.10
s1791,Plat. Apol. 22b,P.,A., 22b
s1793,Hom. Il. 4.176,H.,Il.,4.176
s1793,Plat. Apol. 29c,P.,A., 29c
s1797,Xen. Cyrop. 5.5.15,X.,C., 5.5.15
s1797,Dem. 19.234,D.,, 19.234
s1800,Thuc. 6.84,T.,, 6.84
s1800,Aristoph. Cl. 367,Ar.,Nub., 367
s1800,Xen. Anab. 5.4.19,X.,A., 5.4.19
s1801,Plat. Gorg. 462e,P.,G., 462e
s1801,Plat. Crat. 436b,P.,Crat., 436b
s1801,Plat. Meno 94e,P.,Men., 94e
s1802,Hom. Od. 15.19,H.,Od.,15.19
s1803,Xen. Sym. 4,X.,S., 4
s1804,Plat. Apol. 29d,P.,A., 29d
s1804,Xen. Anab. 2.2.12,X.,A., 2.2.12
s1805,Dem. 19.88,D.,, 19.88
s1805,Aristoph. Birds 164,Ar.,Av., 164
s1805,Plat. Rep. 554b,P.,R., 554b
s1805,Eur. Med. 1271,E.,Med., 1271
s1805,Eur. Ion 758,E.,Ion, 758
s1806,Plat. Gorg. 521d,P.,G., 521d
s1807,Soph. Trach. 390,S.,Tr., 390
s1807,Aristoph. Peace 922,Ar.,P., 922
s1809,Xen. Mem. 1.2.45,X.,M., 1.2.45
s1809,Plat. Gorg. 514c,P.,G., 514c
s1810,Hom. Od. 14.275,H.,Od.,14.275
s1811,Hom. Od. 5.465,H.,Od.,5.465
s1811,Plat. Euthyd. 302d,P.,Eu., 302d
s1813,Hom. Il. 11.387,H.,Il.,11.387
s1814,Soph. Aj. 550,S.,Aj., 550
s1814,Lys. 31.14,L.,, 31.14
s1814,Aristoph. Ach. 324,Ar.,Ach., 324
s1814,Aristoph. Kn. 833,Ar.,Eq., 833
s1815,Xen. Cyrop. 6.1.38,X.,C., 6.1.38
s1815,Soph. El. 126,S.,El., 126
s1816,Xen. Hell. 4.1.38,X.,H., 4.1.38
s1818,Eur. Hec. 836,E.,Hec., 836
s1819,Hom. Il. 21.274,H.,Il.,21.274
s1820,Xen. Anab. 3.2.37,X.,A., 3.2.37
s1821,Hom. Od. 3.231,H.,Od.,3.231
s1821,Eur. Hipp. 1186,E.,Hipp., 1186
s1821,Soph. Ant. 604,S.,Ant., 604
s1822,Aesch. Ag. 620,A.,Ag., 620
s1824,Soph. Phil. 103,S.,Ph., 103
s1824,Dem. 18.64,D.,, 18.64
s1824,Aesch. Supp. 928,A.,Supp., 928
s1824,Xen. Cyrop. 1.6.21,X.,C., 1.6.21
s1824,Isoc. 11.5,I.,, 11.5
s1825,Aeschin. 3.196,Aes.,, 3.196
s1825,Xen. Cyrop. 8.2.21,X.,C., 8.2.21
s1826,Dem. 20.116,D.,, 20.116
s1826,Aesch. PB 978,A.,Pr., 978
s1826,Aristoph. Ach. 236,Ar.,Ach., 236
s1827,Plat. Apol. 19a,P.,A., 19a
s1828,Xen. Sym. 3,X.,S., 3
s1828,Plat. Rep. 444d,P.,R., 444d
s1830,Aristoph. Frogs 296,Ar.,Ran., 296
s1830,Soph. El. 1491,S.,El., 1491
s1830,Plat. Phaedrus 229b,P.,Phae., 229b
s1830,Plat. Parm. 126a,P.,Par., 126a
s1831,Xen. Mem. 1.1.5,X.,M., 1.1.5
s1831,Eur. Med. 754,E.,Med., 754
s1832,Eur. Med. 97,E.,Med., 97
s1832,Aesch. Ag. 1448,A.,Ag., 1448
s1833,Dem. 21.191,D.,, 21.191
s1833,Soph. OT 343,S.,O. T., 343
s1836,Plat. Gorg. 489e,P.,G., 489e
s1836,Xen. Hell. 5.1.18,X.,H., 5.1.18
s1836,Xen. Apol. 14,X.,Ap., 14
s1837,Aristoph. Thes. 372,Ar.,Thesm., 372
s1838,Plat. Laws 820e,P.,L., 820e
s1839,Dem. 20.14,D.,, 20.14
s1839,Plat. Sym. 201c,P.,S., 201c
s1839,Dem. 18.112,D.,, 18.112
s1840,Aristoph. Thes. 870,Ar.,Thesm., 870
s1840,Thuc. 1.86,T.,, 1.86
s1840,Aeschin. 3.6,Aes.,, 3.6
s1840,Plat. Phaedo 95b,P.,Ph., 95b
s1840,Aeschin. 3.60,Aes.,, 3.60
s1840,Dem. 18.199,D.,, 18.199
s1840,Thuc. 3.13,T.,, 3.13
s1840,Hom. Od. 24.248,H.,Od.,24.248
s1840,Xen. Cyrop. 7.5.73,X.,C., 7.5.73
s1840,Hom. Il. 18.134,H.,Il.,18.134
s1840,Plat. Apol. 21a,P.,A., 21a
s1840,Aristoph. Birds 133,Ar.,Av., 133
s1840,Plat. Lach. 201b,P.,Lach., 201b
s1840,Plat. Apol. 20e,P.,A., 20e
s1840,Aesch. Ag. 879,A.,Ag., 879
s1840,Plat. Prot. 325d,P.,Pr., 325d
s1840,Dem. 23.1,D.,, 23.1
s1840,Plat. Gorg. 482a,P.,G., 482a
s1840,Xen. Anab. 7.1.29,X.,A., 7.1.29
s1840,Hom. Il. 4.410,H.,Il.,4.410
s1841,Soph. OC 731,S.,O. C., 731
s1841,Plat. Sym. 205b,P.,S., 205b
s1841,Dem. 21.211,D.,, 21.211
s1841,Aristoph. Cl. 1478,Ar.,Nub., 1478
s1841,Aristoph. Cl. 105,Ar.,Nub., 105
s1841,Aristoph. Lys. 1036,Ar.,Lys., 1036
s1841,Soph. El. 395,S.,El., 395
s1841,Soph. El. 395,S.,El., 395
s1841,Plat. Laws 804b,P.,L., 804b
s1841,Hdt. 3.140,Hdt.,, 3.140
s1841,Plat. Prot. 320c,P.,Pr., 320c
s1842,Soph. OC 473,S.,O. C., 473
s1842,Eur. Hec. 225,E.,Hec., 225
s1842,Soph. OT 543,S.,O. T., 543
s1842,Eur. IT 1203,E.,I. T., 1203
s1846,Dem. 49.35,D.,, 49.35
s1846,Xen. Anab. 1.9.29,X.,A., 1.9.29
s1846,Thuc. 1.73,T.,, 1.73
s1846,Dem. 18.258,D.,, 18.258
s1846,Plat. Phileb. 30c,P.,Phil., 30c
s1846,Dem. 9.48,D.,, 9.48
s1848,Thuc. 7.42,T.,, 7.42
s1848,Dem. 23.107,D.,, 23.107
s1848,Thuc. 6.38,T.,, 6.38
s1848,Xen. Anab. 3.1.17,X.,A., 3.1.17
s1848,Xen. Ec. 4.18,X.,O., 4.18
s1848,Xen. Anab. 6.1.31,X.,A., 6.1.31
s1849,Dem. 19.312,D.,, 19.312
s1849,Xen. Mem. 1.1.16,X.,M., 1.1.16
s1857,Thuc. 1.38,T.,, 1.38
s1857,Dem. 19.36,D.,, 19.36
s1857,Plat. Laws 895d,P.,L., 895d
s1860,Thuc. 1.82,T.,, 1.82
s1860,Thuc. 1.83,T.,, 1.83
s1860,Thuc. 8.74,T.,, 8.74
s1860,Plat. Phaedo 116c,P.,Ph., 116c
s1860,Dem. 4.14,D.,, 4.14
s1860,Xen. Cyrop. 1.2.6,X.,C., 1.2.6
s1861,Aeschin. 3.110,Aes.,, 3.110
s1861,Hom. Il. 6.164,H.,Il.,6.164
s1861,Plat. Phaedo 59d,P.,Ph., 59d
s1861,Plat. Phaedrus 279b,P.,Phae., 279b
s1861,Xen. Cyrop. 6.1.38,X.,C., 6.1.38
s1861,Dem. 5.16,D.,, 5.16
s1863,Thuc. 7.83,T.,, 7.83
s1863,Xen. Cyrop. 2.3.19,X.,C., 2.3.19
s1863,Xen. Anab. 2.3.4,X.,A., 2.3.4
s1863,Xen. Hell. 1.7.5,X.,H., 1.7.5
s1863,Xen. Anab. 2.2.2,X.,A., 2.2.2
s1864,Isoc. 1.16,I.,, 1.16
s1864,Lys. 1.18,L.,, 1.18
s1864,Xen. Cyrop. 4.5.47,X.,C., 4.5.47
s1864,Xen. Anab. 4.1.20,X.,A., 4.1.20
s1864,Plat. Apol. 24d,P.,A., 24d
s1864,Xen. Cyrop. 4.5.47,X.,C., 4.5.47
s1864,Plat. Rep. 562a,P.,R., 562a
s1864,Plat. Laws 938c,P.,L., 938c
s1864,Dem. 40.30,D.,, 40.30
s1865,Antiph. 1.10,Ant.,, 1.10
s1865,Thuc. 2.83,T.,, 2.83
s1865,Lys. 13.69,L.,, 13.69
s1865,Plat. Apol. 37b,P.,A., 37b
s1865,Dem. 9.53,D.,, 9.53
s1865,Thuc. 7.84,T.,, 7.84
s1865,Plat. Crito 46a,P.,Cr., 46a
s1865,Thuc. 3.28,T.,, 3.28
s1867,Isoc. 10.14,I.,, 10.14
s1867,Xen. Anab. 1.3.18,X.,A., 1.3.18
s1867,Xen. Anab. 1.8.26,X.,A., 1.8.26
s1867,Thuc. 4.28,T.,, 4.28
s1867,Xen. Anab. 1.2.8,X.,A., 1.2.8
s1867,Antiph. 5.29,Ant.,, 5.29
s1867,Xen. Cyrop. 1.4.27,X.,C., 1.4.27
s1868,Xen. Hell. 5.4.7,X.,H., 5.4.7
s1868,Dem. 39.40,D.,, 39.40
s1868,Hdt. 6.37,Hdt.,, 6.37
s1868,Soph. Phil. 357,S.,Ph., 357
s1868,Dem. 23.170,D.,, 23.170
s1868,Xen. Anab. 2.3.20,X.,A., 2.3.20
s1868,Dem. 21.119,D.,, 21.119
s1868,Thuc. 1.121,T.,, 1.121
s1868,Xen. Cyrop. 5.3.30,X.,C., 5.3.30
s1868,Xen. Mem. 2.6.38,X.,M., 2.6.38
s1868,Plat. Rep. 573c,P.,R., 573c
s1868,Lys. 19.8,L.,, 19.8
s1868,Thuc. 7.46,T.,, 7.46
s1868,Lys. 12.14,L.,, 12.14
s1869,Xen. Ec. 12.12,X.,O., 12.12
s1869,Thuc. 4.121,T.,, 4.121
s1869,Thuc. 6.6,T.,, 6.6
s1871,Thuc. 2.3,T.,, 2.3
s1872,Xen. Cyrop. 3.1.37,X.,C., 3.1.37
s1872,Thuc. 3.69,T.,, 3.69
s1872,Thuc. 2.49,T.,, 2.49
s1872,Lys. 30.12,L.,, 30.12
s1872,Thuc. 1.3,T.,, 1.3
s1872,Eur. Hipp. 356,E.,Hipp., 356
s1872,Plat. Phaedo 60c,P.,Ph., 60c
s1872,Soph. Phil. 778,S.,Ph., 778
s1872,Dem. 18.124,D.,, 18.124
s1872,Plat. Apol. 30d,P.,A., 30d
s1872,Thuc. 3.112,T.,, 3.112
s1872,Xen. Anab. 2.3.21,X.,A., 2.3.21
s1872,Thuc. 1.12,T.,, 1.12
s1872,Thuc. 7.25,T.,, 7.25
s1872,Thuc. 5.32,T.,, 5.32
s1872,Plat. Gorg. 519a,P.,G., 519a
s1872,Xen. Anab. 3.2.17,X.,A., 3.2.17
s1872,Xen. Mem. 2.7.12,X.,M., 2.7.12
s1872,Xen. Cyrop. 4.1.23,X.,C., 4.1.23
s1873,Plat. Phaedo 76d,P.,Ph., 76d
s1873,Xen. Anab. 7.3.43,X.,A., 7.3.43
s1873,Lys. 12.27,L.,, 12.27
s1874,Xen. Anab. 1.10.16,X.,A., 1.10.16
s1874,Thuc. 1.69,T.,, 1.69
s1874,Xen. Cyrop. 7.2.17,X.,C., 7.2.17
s1874,Dem. 1.15,D.,, 1.15
s1875,Lys. 13.72,L.,, 13.72
s1876,Dem. 19.46,D.,, 19.46
s1877,,Men.,Sent., 11
s1878,Isoc. 6.12,I.,, 6.12
s1878,Xen. Cyrop. 8.5.19,X.,C., 8.5.19
s1878,Aristoph. Peace 408,Ar.,P., 408
s1878,Dem. 8.66,D.,, 8.66
s1879,Plat. Gorg. 480b,P.,G., 480b
s1879,Thuc. 6.91,T.,, 6.91
s1879,Aeschin. 3.165,Aes.,, 3.165
s1879,Antiph. 5.35,Ant.,, 5.35
s1879,Plat. Gorg. 505c,P.,G., 505c
s1880,Xen. Cyrop. 4.5.17,X.,C., 4.5.17
s1882,Aesch. Ag. 126,A.,Ag., 126
s1883,Thuc. 1.136,T.,, 1.136
s1883,Thuc. 7.29,T.,, 7.29
s1883,Xen. Cyrop. 2.1.19,X.,C., 2.1.19
s1883,Thuc. 2.91,T.,, 2.91
s1884,Xen. Hell. 1.1.37,X.,H., 1.1.37
s1884,Xen. Anab. 1.1.1,X.,A., 1.1.1
s1884,Hdt. 6.71,Hdt.,, 6.71
s1885,Plat. Crito 43b,P.,Cr., 43b
s1885,Xen. Anab. 1.9.28,X.,A., 1.9.28
s1885,Plat. Apol. 21a,P.,A., 21a
s1886,Plat. Sym. 188a,P.,S., 188a
s1886,Thuc. 1.137,T.,, 1.137
s1886,Xen. Anab. 1.4.8,X.,A., 1.4.8
s1887,Eur. Ion 1560,E.,Ion, 1560
s1887,Xen. Anab. 2.1.4,X.,A., 2.1.4
s1887,Lys. 12.14,L.,, 12.14
s1888,Xen. Anab. 6.1.33,X.,A., 6.1.33
s1888,Hdt. 3.117,Hdt.,, 3.117
s1888,Thuc. 7.84,T.,, 7.84
s1888,Xen. Cyrop. 1.6.33,X.,C., 1.6.33
s1889,Xen. Anab. 1.5.12,X.,A., 1.5.12
s1889,Thuc. 2.80,T.,, 2.80
s1890,Thuc. 3.68,T.,, 3.68
s1891,Aristoph. Ach. 1073,Ar.,Ach., 1073
s1891,Antiph. 6.21,Ant.,, 6.21
s1891,Thuc. 2.6,T.,, 2.6
s1891,Xen. Hell. 1.6.4,X.,H., 1.6.4
s1892,Thuc. 4.1,T.,, 4.1
s1893,Xen. Anab. 1.6.10,X.,A., 1.6.10
s1893,Xen. Mem. 1.2.5,X.,M., 1.2.5
s1894,Xen. Cyrop. 1.4.3,X.,C., 1.4.3
s1895,Andoc. 1.58,And.,, 1.58
s1895,Thuc. 4.3,T.,, 4.3
s1895,Dem. 8.74,D.,, 8.74
s1895,Aeschin. 3.83,Aes.,, 3.83
s1895,Xen. Cyrop. 5.5.22,X.,C., 5.5.22
s1896,Thuc. 3.64,T.,, 3.64
s1896,Dem. 44.17,D.,, 44.17
s1896,Dem. 18.43,D.,, 18.43
s1897,Thuc. 1.70,T.,, 1.70
s1897,Aeschin. 2.59,Aes.,, 2.59
s1898,Aeschin. 3.192,Aes.,, 3.192
s1898,Dem. 18.169,D.,, 18.169
s1898,Xen. Anab. 4.3.8,X.,A., 4.3.8
s1898,Xen. Cyrop. 4.2.28,X.,C., 4.2.28
s1898,Thuc. 1.60,T.,, 1.60
s1898,Xen. Cyrop. 8.8.2,X.,C., 8.8.2
s1899,Xen. Anab. 1.2.11,X.,A., 1.2.11
s1900,Thuc. 7.51,T.,, 7.51
s1901,Xen. Anab. 4.8.1,X.,A., 4.8.1
s1902,Dem. 19.160,D.,, 19.160
s1902,Plat. Phaedo 61a,P.,Ph., 61a
s1902,Plat. Crito 49a,P.,Cr., 49a
s1902,Xen. Hell. 3.4.9,X.,H., 3.4.9
s1902,Eur. IT 351,E.,I. T., 351
s1902,Plat. Sym. 198e,P.,S., 198e
s1903,Plat. Rep. 522a,P.,R., 522a
s1905,Dem. 18.189,D.,, 18.189
s1905,Dem. 19.124,D.,, 19.124
s1906,Thuc. 5.49,T.,, 5.49
s1907,Thuc. 2.78,T.,, 2.78
s1907,Antiph. 5.29,Ant.,, 5.29
s1908,Isoc. 5.53,I.,, 5.53
s1908,Xen. Hell. 4.4.1,X.,H., 4.4.1
s1908,Thuc. 1.114,T.,, 1.114
s1908,Thuc. 3.22,T.,, 3.22
s1908,Thuc. 2.49,T.,, 2.49
s1909,Thuc. 7.57,T.,, 7.57
s1909,Xen. Cyrop. 5.5.22,X.,C., 5.5.22
s1910,Xen. Anab. 2.2.20,X.,A., 2.2.20
s1911,Dem. 19.153,D.,, 19.153
s1912,Dem. 18.11,D.,, 18.11
s1912,Plat. Menex. 234b,P.,Menex., 234b
s1913,Dem. 21.58,D.,, 21.58
s1913,Eur. Med. 259,E.,Med., 259
s1914,Plat. Rep. 603e,P.,R., 603e
s1915,Isoc. 9.3,I.,, 9.3
s1915,Aristoph. Birds 759,Ar.,Av., 759
s1915,Eur. Med. 1310,E.,Med., 1310
s1916,Dem. 8.37,D.,, 8.37
s1916,Eur. Ion 758,E.,Ion, 758
s1917,Xen. Hell. 2.3.34,X.,H., 2.3.34
s1917,Thuc. 7.77,T.,, 7.77
s1917,Plat. Phileb. 12a,P.,Phil., 12a
s1917,Dem. 24.39,D.,, 24.39
s1917,Plat. Prot. 338a,P.,Pr., 338a
s1918,Dem. 4.44,D.,, 4.44
s1918,Eur. Med. 878,E.,Med., 878
s1918,Lys. 29.13,L.,, 29.13
s1918,Dem. 23.117,D.,, 23.117
s1919,Aristoph. Frogs 462,Ar.,Ran., 462
s1919,Aeschin. 3.177,Aes.,, 3.177
s1920,Dem. 19.92,D.,, 19.92
s1920,Xen. Anab. 1.7.3,X.,A., 1.7.3
s1921,Xen. Cyrop. 4.2.39,X.,C., 4.2.39
s1921,Plat. Rep. 506d,P.,R., 506d
s1923,Thuc. 1.29,T.,, 1.29
s1923,,,I.G.A., /lref>
s1923,,,C.I.A., /lref>
s1925,Thuc. 6.54,T.,, 6.54
s1925,Dem. 3.24,D.,, 3.24
s1926,Eur. Ion 1291,E.,Ion, 1291
s1927,Thuc. 2.2,T.,, 2.2
s1927,Thuc. 1.93,T.,, 1.93
s1927,Thuc. 2.47,T.,, 2.47
s1928,Xen. Anab. 1.2.9,X.,A., 1.2.9
s1928,Dem. 19.78,D.,, 19.78
s1929,Xen. Anab. 1.9.6,X.,A., 1.9.6
s1930,,Men.,Sent., 205
s1930,Dem. 23.113,D.,, 23.113
s1930,Plat. Criti. 108c,P.,Criti., 108c
s1931,Dem. 20.15,D.,, 20.15
s1931,Plat. Rep. 566e,P.,R., 566e
s1931,Isoc. 1.6,I.,, 1.6
s1931,Dem. 21.72,D.,, 21.72
s1932,Plat. Phaedo 113d,P.,Ph., 113d
s1932,Hdt. 2.122,Hdt.,, 2.122
s1933,Xen. Cyrop. 7.1.14,X.,C., 7.1.14
s1934,Eur. Alc. 386,E.,Alc., 386
s1935,Hom. Il. 16.482,H.,Il.,16.482
s1935,Hom. Il. 1.62,H.,Il.,1.62
s1936,Xen. Hiero 1.3,X.,Hi., 1.3
s1937,Aristoph. Kn. 696,Ar.,Eq., 696
s1937,Soph. El. 668,S.,El., 668
s1937,Aesch. PB 1070,A.,Pr., 1070
s1938,Eur. Med. 272,E.,Med., 272
s1938,Soph. Phil. 1289,S.,Ph., 1289
s1939,Soph. Aj. 270,S.,Aj., 270
s1939,Hom. Il. 3.439,H.,Il.,3.439
s1940,Dem. 19.72,D.,, 19.72
s1940,Dem. 7.32,D.,, 7.32
s1940,Aeschin. 1.99,Aes.,, 1.99
s1940,Isoc. 8.19,I.,, 8.19
s1940,Xen. Anab. 1.6.6,X.,A., 1.6.6
s1941,Hdt. 7.29,Hdt.,, 7.29
s1942,Thuc. 1.129,T.,, 1.129
s1942,Aesch. Ag. 577,A.,Ag., 577
s1942,Isoc. 1.2,I.,, 1.2
s1942,Xen. Hell. 6.4.37,X.,H., 6.4.37
s1943,Xen. Cyrop. 5.1.19,X.,C., 5.1.19
s1943,Xen. Cyrop. 2.2.9,X.,C., 2.2.9
s1943,Xen. Anab. 1.2.17,X.,A., 1.2.17
s1944,Thuc. 1.138,T.,, 1.138
s1944,Thuc. 2.92,T.,, 2.92
s1944,Xen. Hell. 1.1.3,X.,H., 1.1.3
s1945,Aeschin. 2.4,Aes.,, 2.4
s1945,Xen. Ec. 9.2,X.,O., 9.2
s1945,Dem. 9.26,D.,, 9.26
s1945,Soph. El. 947,S.,El., 947
s1945,Plat. Charm. 176c,P.,Charm., 176c
s1945,Xen. Anab. 3.2.10,X.,A., 3.2.10
s1948,Xen. Anab. 3.1.38,X.,A., 3.1.38
s1949,Dem. 21.7,D.,, 21.7
s1950,Xen. Anab. 6.6.23,X.,A., 6.6.23
s1950,Xen. Anab. 1.8.12,X.,A., 1.8.12
s1951,Thuc. 7.13,T.,, 7.13
s1953,Thuc. 4.47,T.,, 4.47
s1954,Xen. Cyrop. 6.2.9,X.,C., 6.2.9
s1955,Aristoph. Lys. 1071,Ar.,Lys., 1071
s1955,Dem. 4.50,D.,, 4.50
s1956,Xen. Anab. 2.4.5,X.,A., 2.4.5
s1957,Isoc. 7.76,I.,, 7.76
s1959,Plat. Rep. 530a,P.,R., 530a
s1959,Aesch. PB 625,A.,Pr., 625
s1959,Xen. Anab. 1.9.28,X.,A., 1.9.28
s1959,Xen. Anab. 6.4.18,X.,A., 6.4.18
s1959,Xen. Cyrop. 3.3.13,X.,C., 3.3.13
s1959,Hom. Od. 18.138,H.,Od.,18.138
s1960,Dem. 19.159,D.,, 19.159
s1960,Xen. Anab. 1.8.1,X.,A., 1.8.1
s1960,Thuc. 4.8,T.,, 4.8
s1961,Antiph. 5.18,Ant.,, 5.18
s1961,Soph. OT 580,S.,O. T., 580
s1961,Plat. Rep. 492a,P.,R., 492a
s1961,Xen. Cyrop. 7.2.13,X.,C., 7.2.13
s1962,Thuc. 4.54,T.,, 4.54
s1962,Soph. OT 1146,S.,O. T., 1146
s1963,Soph. Ant. 192,S.,Ant., 192
s1963,Dem. 9.12,D.,, 9.12
s1963,Xen. Anab. 4.7.1,X.,A., 4.7.1
s1964,Soph. Phil. 773,S.,Ph., 773
s1965,Dem. 21.39,D.,, 21.39
s1973,Plat. Menex. 238d,P.,Menex., 238d
s1973,Plat. Apol. 41a,P.,A., 41a
s1973,Dem. 19.235,D.,, 19.235
s1973,Thuc. 1.34,T.,, 1.34
s1973,Xen. Anab. 2.6.9,X.,A., 2.6.9
s1973,Xen. Anab. 4.4.17,X.,A., 4.4.17
s1973,Xen. Anab. 1.6.8,X.,A., 1.6.8
s1973,Plat. Sym. 174d,P.,S., 174d
s1973,Plat. Prot. 312e,P.,Pr., 312e
s1973,Aeschin. 3.52,Aes.,, 3.52
s1974,Thuc. 4.28,T.,, 4.28
s1974,Dem. 21.204,D.,, 21.204
s1974,Plat. Hipp. Maj. 282e,P.,Hipp. M., 282e
s1974,Plat. Apol. 36b,P.,A., 36b
s1974,Dem. 6.9,D.,, 6.9
s1975,Xen. Anab. 1.3.6,X.,A., 1.3.6
s1975,Plat. Gorg. 470e,P.,G., 470e
s1976,Plat. Rep. 381e,P.,R., 381e
s1977,Lys. 23.5,L.,, 23.5
s1978,Thuc. 4.29,T.,, 4.29
s1979,Xen. Anab. 2.2.21,X.,A., 2.2.21
s1980,Eur. Hel. 814,E.,Hel., 814
s1980,,Men.,Sent., 471
s1980,Isoc. 2.15,I.,, 2.15
s1982,Xen. Cyrop. 5.3.30,X.,C., 5.3.30
s1982,Plat. Phileb. 55a,P.,Phil., 55a
s1982,Plat. Sym. 214c,P.,S., 214c
s1982,Dem. 18.4,D.,, 18.4
s1982,Xen. Cyrop. 7.2.15,X.,C., 7.2.15
s1983,Aristoph. Cl. 403,Ar.,Nub., 403
s1983,Isoc. 9.62,I.,, 9.62
s1983,Plat. Apol. 30d,P.,A., 30d
s1983,Xen. Anab. 1.3.12,X.,A., 1.3.12
s1983,Plat. Rep. 368b,P.,R., 368b
s1983,Xen. Cyrop. 1.4.6,X.,C., 1.4.6
s1984,,Men.,Sent., 96
s1984,Xen. Anab. 2.1.16,X.,A., 2.1.16
s1984,Thuc. 1.5,T.,, 1.5
s1984,Xen. Anab. 2.1.2,X.,A., 2.1.2
s1984,Xen. Ec. 11.23,X.,O., 11.23
s1985,Plat. Soph. 241b,P.,Soph., 241b
s1985,Isoc. 5.110,I.,, 5.110
s1986,Plat. Theaet. 209e,P.,Th., 209e
s1987,Xen. Cyrop. 2.2.8,X.,C., 2.2.8
s1987,Xen. Cyrop. 8.7.10,X.,C., 8.7.10
s1990,Xen. Mem. 3.1.9,X.,M., 3.1.9
s1990,Xen. Hunt. 12.14,X.,Ven., 12.14
s1990,Isoc. 16.11,I.,, 16.11
s1991,Xen. Hell. 3.1.7,X.,H., 3.1.7
s1991,Thuc. 6.29,T.,, 6.29
s1991,Lys. 1.25,L.,, 1.25
s1991,Xen. Mem. 4.5.11,X.,M., 4.5.11
s1991,Xen. Hell. 3.4.25,X.,H., 3.4.25
s1991,Hdt. 6.100,Hdt.,, 6.100
s1991,Xen. Anab. 2.6.11,X.,A., 2.6.11
s1992,Xen. Anab. 6.2.13,X.,A., 6.2.13
s1992,Plat. Crito 44c,P.,Cr., 44c
s1992,Xen. Mem. 1.1.20,X.,M., 1.1.20
s1993,Plat. Gorg. 457e,P.,G., 457e
s1993,Plat. Apol. 22b,P.,A., 22b
s1996,Isoc. 19.51,I.,, 19.51
s1996,Xen. Anab. 1.8.3,X.,A., 1.8.3
s1997,Soph. OC 840,S.,O. C., 840
s1997,Xen. Hell. 6.3.12,X.,H., 6.3.12
s1997,Xen. Hell. 5.4.7,X.,H., 5.4.7
s1997,Soph. Phil. 101,S.,Ph., 101
s1997,Dem. 19.150,D.,, 19.150
s1997,Xen. Anab. 5.7.34,X.,A., 5.7.34
s1998,Aristoph. Wasps 177,Ar.,Vesp., 177
s1998,Plat. Euthyd. 288c,P.,Eu., 288c
s1998,Plat. Theaet. 183d,P.,Th., 183d
s2000,Aesch. Ag. 367,A.,Ag., 367
s2000,Xen. Anab. 1.9.4,X.,A., 1.9.4
s2000,Thuc. 1.130,T.,, 1.130
s2000,Xen. Anab. 5.7.25,X.,A., 5.7.25
s2000,Thuc. 3.45,T.,, 3.45
s2002,Thuc. 1.70,T.,, 1.70
s2002,Xen. Anab. 1.9.1,X.,A., 1.9.1
s2002,Xen. Cyrop. 4.1.1,X.,C., 4.1.1
s2002,Xen. Cyrop. 8.3.5,X.,C., 8.3.5
s2002,Aeschin. 3.174,Aes.,, 3.174
s2002,Xen. Anab. 3.3.18,X.,A., 3.3.18
s2002,Dem. 25.2,D.,, 25.2
s2003,Xen. Anab. 2.3.13,X.,A., 2.3.13
s2003,Thuc. 1.2,T.,, 1.2
s2003,Plat. Crito 46b,P.,Cr., 46b
s2004,Xen. Anab. 3.2.32,X.,A., 3.2.32
s2004,Plat. Lach. 187c,P.,Lach., 187c
s2004,Xen. Cyrop. 4.3.12,X.,C., 4.3.12
s2004,Xen. Hell. 1.6.8,X.,H., 1.6.8
s2005,Plat. Laws 656d,P.,L., 656d
s2005,Dem. 19.47,D.,, 19.47
s2005,Xen. Anab. 2.6.9,X.,A., 2.6.9
s2006,Plat. Phaedo 90c,P.,Ph., 90c
s2006,Thuc. 1.138,T.,, 1.138
s2006,Xen. Cyrop. 5.1.6,X.,C., 5.1.6
s2007,Soph. OT 1293,S.,O. T., 1293
s2007,Xen. Mem. 3.5.17,X.,M., 3.5.17
s2007,Xen. Anab. 3.3.7,X.,A., 3.3.7
s2007,Thuc. 2.50,T.,, 2.50
s2008,Xen. Hell. 7.2.9,X.,H., 7.2.9
s2008,Plat. Apol. 33b,P.,A., 33b
s2008,Xen. Hell. 1.7.28,X.,H., 1.7.28
s2008,Xen. Anab. 1.2.19,X.,A., 1.2.19
s2009,Thuc. 6.50,T.,, 6.50
s2009,Hom. Il. 11.20,H.,Il.,11.20
s2010,Xen. Anab. 7.1.7,X.,A., 7.1.7
s2010,Plat. Phaedrus 229b,P.,Phae., 229b
s2011,Dem. 29.25,D.,, 29.25
s2012,Dem. 27.29,D.,, 27.29
s2012,Plat. Euthyd. 274b,P.,Eu., 274b
s2012,Lys. 13.58,L.,, 13.58
s2012,Plat. Phaedrus 252a,P.,Phae., 252a
s2012,Xen. Cyrop. 2.2.15,X.,C., 2.2.15
s2012,Plat. Apol. 17a,P.,A., 17a
s2013,Thuc. 5.9,T.,, 5.9
s2013,Aristoph. Ach. 1000,Ar.,Ach., 1000
s2013,Thuc. 5.18,T.,, 5.18
s2013,Aesch. PB 712,A.,Pr., 712
s2013,Hdt. 1.32,Hdt.,, 1.32
s2014,Hom. Od. 24.376,H.,Od.,24.376
